| name                   | title                  | level | facing   | categories   | description                                                                                                 | detail                                                                              | remediation                                                                                | metadata                                                              | cache_key                                               |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.detailed_answers\` is public, but RLS has not been enabled.          | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"detailed_answers","type":"table","schema":"public"}          | rls_disabled_in_public_public_detailed_answers          |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.exam_analytics\` is public, but RLS has not been enabled.            | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"exam_analytics","type":"table","schema":"public"}            | rls_disabled_in_public_public_exam_analytics            |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.performance_trends\` is public, but RLS has not been enabled.        | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"performance_trends","type":"table","schema":"public"}        | rls_disabled_in_public_public_performance_trends        |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.subject_trending_stats\` is public, but RLS has not been enabled.    | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"subject_trending_stats","type":"table","schema":"public"}    | rls_disabled_in_public_public_subject_trending_stats    |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.daily_trending_snapshot\` is public, but RLS has not been enabled.   | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"daily_trending_snapshot","type":"table","schema":"public"}   | rls_disabled_in_public_public_daily_trending_snapshot   |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.anon_question_sessions\` is public, but RLS has not been enabled.    | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"anon_question_sessions","type":"table","schema":"public"}    | rls_disabled_in_public_public_anon_question_sessions    |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.data_retention_policies\` is public, but RLS has not been enabled.   | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"data_retention_policies","type":"table","schema":"public"}   | rls_disabled_in_public_public_data_retention_policies   |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.access_permissions\` is public, but RLS has not been enabled.        | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"access_permissions","type":"table","schema":"public"}        | rls_disabled_in_public_public_access_permissions        |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.access_audit\` is public, but RLS has not been enabled.              | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"access_audit","type":"table","schema":"public"}              | rls_disabled_in_public_public_access_audit              |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.system_events\` is public, but RLS has not been enabled.             | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"system_events","type":"table","schema":"public"}             | rls_disabled_in_public_public_system_events             |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.performance_metrics\` is public, but RLS has not been enabled.       | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"performance_metrics","type":"table","schema":"public"}       | rls_disabled_in_public_public_performance_metrics       |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.api_usage_logs\` is public, but RLS has not been enabled.            | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"api_usage_logs","type":"table","schema":"public"}            | rls_disabled_in_public_public_api_usage_logs            |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.user_learning_paths\` is public, but RLS has not been enabled.       | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"user_learning_paths","type":"table","schema":"public"}       | rls_disabled_in_public_public_user_learning_paths       |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.question_analytics\` is public, but RLS has not been enabled.        | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"question_analytics","type":"table","schema":"public"}        | rls_disabled_in_public_public_question_analytics        |
| rls_disabled_in_public | RLS Disabled in Public | ERROR | EXTERNAL | ["SECURITY"] | Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST | Table \`public.subject_popularity\` is public, but RLS has not been enabled.        | https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public | {"name":"subject_popularity","type":"table","schema":"public"}        | rls_disabled_in_public_public_subject_popularity        |
